timestamp,joints,joint angle
23/06/11 18:55:25.037,"[4, 3, 2]",162.30604357884164
23/06/11 18:55:25.037,"[3, 2, 1]",176.5985121440095
23/06/11 18:55:25.038,"[2, 1, 0]",159.95592066988448
23/06/11 18:55:25.038,"[8, 7, 6]",176.49809254499868
23/06/11 18:55:25.038,"[12, 11, 10]",178.80550004661958
23/06/11 18:55:25.038,"[16, 15, 14]",177.60764600268126
23/06/11 18:55:25.038,"[20, 19, 18]",177.44680829978594
23/06/11 18:55:25.332,"[4, 3, 2]",162.36763218757588
23/06/11 18:55:25.332,"[3, 2, 1]",177.31802951183906
23/06/11 18:55:25.332,"[2, 1, 0]",155.1090370239257
23/06/11 18:55:25.332,"[8, 7, 6]",177.8918528999456
23/06/11 18:55:25.332,"[12, 11, 10]",177.11464851928562
23/06/11 18:55:25.332,"[16, 15, 14]",179.95216069729474
23/06/11 18:55:25.332,"[20, 19, 18]",177.3978895004697
23/06/11 18:55:25.402,"[4, 3, 2]",161.91870960124484
23/06/11 18:55:25.402,"[3, 2, 1]",173.42740284690657
23/06/11 18:55:25.403,"[2, 1, 0]",162.62885366625244
23/06/11 18:55:25.403,"[8, 7, 6]",177.65537077231645
23/06/11 18:55:25.403,"[12, 11, 10]",178.55494568013955
23/06/11 18:55:25.403,"[16, 15, 14]",178.09691011212345
23/06/11 18:55:25.403,"[20, 19, 18]",177.3398638357065
23/06/11 18:55:25.498,"[4, 3, 2]",163.38798777850528
23/06/11 18:55:25.498,"[3, 2, 1]",173.56409403896035
23/06/11 18:55:25.498,"[2, 1, 0]",162.59920541605044
23/06/11 18:55:25.498,"[8, 7, 6]",176.9271142102658
23/06/11 18:55:25.499,"[12, 11, 10]",177.9900457106886
23/06/11 18:55:25.499,"[16, 15, 14]",178.68830876846516
23/06/11 18:55:25.499,"[20, 19, 18]",177.85859262010314
23/06/11 18:55:25.563,"[4, 3, 2]",165.86819540640823
23/06/11 18:55:25.563,"[3, 2, 1]",171.3374934364058
23/06/11 18:55:25.563,"[2, 1, 0]",164.47670039883639
23/06/11 18:55:25.563,"[8, 7, 6]",177.3895378476625
23/06/11 18:55:25.564,"[12, 11, 10]",178.36061171482186
23/06/11 18:55:25.564,"[16, 15, 14]",178.5341164541158
23/06/11 18:55:25.564,"[20, 19, 18]",177.92878263884657
23/06/11 18:55:25.631,"[4, 3, 2]",170.01704978361957
23/06/11 18:55:25.631,"[3, 2, 1]",172.05214067988092
23/06/11 18:55:25.631,"[2, 1, 0]",164.6683111376657
23/06/11 18:55:25.631,"[8, 7, 6]",176.6567946456153
23/06/11 18:55:25.632,"[12, 11, 10]",177.93452997526552
23/06/11 18:55:25.632,"[16, 15, 14]",178.92624011516895
23/06/11 18:55:25.632,"[20, 19, 18]",177.9272488717017
23/06/11 18:55:25.695,"[4, 3, 2]",168.4196901497118
23/06/11 18:55:25.695,"[3, 2, 1]",171.18322705638894
23/06/11 18:55:25.695,"[2, 1, 0]",163.5991916410674
23/06/11 18:55:25.695,"[8, 7, 6]",177.062926366188
23/06/11 18:55:25.695,"[12, 11, 10]",178.62347889552447
23/06/11 18:55:25.696,"[16, 15, 14]",178.73296596174367
23/06/11 18:55:25.696,"[20, 19, 18]",178.32639241507317
23/06/11 18:55:25.765,"[4, 3, 2]",165.70845400772532
23/06/11 18:55:25.765,"[3, 2, 1]",172.9849184860062
23/06/11 18:55:25.765,"[2, 1, 0]",162.98808767430592
23/06/11 18:55:25.765,"[8, 7, 6]",176.4278795981976
23/06/11 18:55:25.765,"[12, 11, 10]",177.97823115309941
23/06/11 18:55:25.766,"[16, 15, 14]",178.68706208361888
23/06/11 18:55:25.766,"[20, 19, 18]",177.96072878640916
23/06/11 18:55:25.828,"[4, 3, 2]",163.49047313060663
23/06/11 18:55:25.828,"[3, 2, 1]",173.85962469742176
23/06/11 18:55:25.828,"[2, 1, 0]",164.38568931553772
23/06/11 18:55:25.828,"[8, 7, 6]",176.8307023614265
23/06/11 18:55:25.828,"[12, 11, 10]",177.71774260056344
23/06/11 18:55:25.829,"[16, 15, 14]",178.77982212655772
23/06/11 18:55:25.829,"[20, 19, 18]",178.12050232681187
23/06/11 18:55:25.897,"[4, 3, 2]",166.71931013894883
23/06/11 18:55:25.898,"[3, 2, 1]",175.1011997128786
23/06/11 18:55:25.898,"[2, 1, 0]",163.71600763373178
23/06/11 18:55:25.898,"[8, 7, 6]",177.08390859792067
23/06/11 18:55:25.898,"[12, 11, 10]",177.81976380332034
23/06/11 18:55:25.898,"[16, 15, 14]",178.7161533453208
23/06/11 18:55:25.898,"[20, 19, 18]",178.25458114035385
23/06/11 18:55:25.962,"[4, 3, 2]",164.590931500666
23/06/11 18:55:25.962,"[3, 2, 1]",175.1290245769341
23/06/11 18:55:25.962,"[2, 1, 0]",163.24393760014925
23/06/11 18:55:25.962,"[8, 7, 6]",176.78287084465663
23/06/11 18:55:25.962,"[12, 11, 10]",177.97823316550677
23/06/11 18:55:25.962,"[16, 15, 14]",178.2392846137447
23/06/11 18:55:25.963,"[20, 19, 18]",177.97853765345866
23/06/11 18:55:26.032,"[4, 3, 2]",164.37625360671072
23/06/11 18:55:26.032,"[3, 2, 1]",175.5805295066225
23/06/11 18:55:26.033,"[2, 1, 0]",163.2646896498187
23/06/11 18:55:26.033,"[8, 7, 6]",176.68696556978512
23/06/11 18:55:26.033,"[12, 11, 10]",177.74591200773412
23/06/11 18:55:26.033,"[16, 15, 14]",178.6985189931326
23/06/11 18:55:26.033,"[20, 19, 18]",178.26411033469296
23/06/11 18:55:26.134,"[4, 3, 2]",166.8808252984538
23/06/11 18:55:26.134,"[3, 2, 1]",175.222360056573
23/06/11 18:55:26.134,"[2, 1, 0]",162.46671405189622
23/06/11 18:55:26.134,"[8, 7, 6]",176.4118275257537
23/06/11 18:55:26.134,"[12, 11, 10]",177.81457444144394
23/06/11 18:55:26.134,"[16, 15, 14]",178.51409764801193
23/06/11 18:55:26.134,"[20, 19, 18]",177.8083118444841
23/06/11 18:55:26.230,"[4, 3, 2]",168.0977221006795
23/06/11 18:55:26.230,"[3, 2, 1]",174.9720534293783
23/06/11 18:55:26.230,"[2, 1, 0]",161.8164442372776
23/06/11 18:55:26.230,"[8, 7, 6]",176.92288915768745
23/06/11 18:55:26.230,"[12, 11, 10]",178.4792865711289
23/06/11 18:55:26.230,"[16, 15, 14]",177.97370423341982
23/06/11 18:55:26.230,"[20, 19, 18]",177.39972531206791
23/06/11 18:55:26.299,"[4, 3, 2]",168.1443579345411
23/06/11 18:55:26.299,"[3, 2, 1]",174.70067637663868
23/06/11 18:55:26.299,"[2, 1, 0]",161.90046329273122
23/06/11 18:55:26.299,"[8, 7, 6]",176.71662844223584
23/06/11 18:55:26.299,"[12, 11, 10]",178.3033495379618
23/06/11 18:55:26.299,"[16, 15, 14]",177.9897966228207
23/06/11 18:55:26.299,"[20, 19, 18]",177.40465373053254
23/06/11 18:55:26.397,"[4, 3, 2]",167.76369413528414
23/06/11 18:55:26.397,"[3, 2, 1]",175.28092093330616
23/06/11 18:55:26.397,"[2, 1, 0]",161.69260860726223
23/06/11 18:55:26.397,"[8, 7, 6]",176.67008793358426
23/06/11 18:55:26.397,"[12, 11, 10]",178.31139006907557
23/06/11 18:55:26.397,"[16, 15, 14]",178.04542671717581
23/06/11 18:55:26.397,"[20, 19, 18]",177.4752117086225
23/06/11 18:55:26.461,"[4, 3, 2]",168.73160407487654
23/06/11 18:55:26.461,"[3, 2, 1]",175.77490320127032
23/06/11 18:55:26.461,"[2, 1, 0]",162.50033276960178
23/06/11 18:55:26.461,"[8, 7, 6]",176.41934424323242
23/06/11 18:55:26.461,"[12, 11, 10]",178.09276389368617
23/06/11 18:55:26.462,"[16, 15, 14]",178.21789545061156
23/06/11 18:55:26.462,"[20, 19, 18]",177.58573796735445
23/06/11 18:55:26.533,"[4, 3, 2]",166.18254664287977
23/06/11 18:55:26.533,"[3, 2, 1]",179.98164763808086
23/06/11 18:55:26.533,"[2, 1, 0]",160.7999199572034
23/06/11 18:55:26.533,"[8, 7, 6]",176.16309557808262
23/06/11 18:55:26.533,"[12, 11, 10]",178.9463194788167
23/06/11 18:55:26.533,"[16, 15, 14]",177.340909019665
23/06/11 18:55:26.533,"[20, 19, 18]",176.70893087606882
23/06/11 18:55:26.636,"[4, 3, 2]",169.57916781898123
23/06/11 18:55:26.636,"[3, 2, 1]",173.20972782170128
23/06/11 18:55:26.636,"[2, 1, 0]",159.41213431778948
23/06/11 18:55:26.636,"[8, 7, 6]",177.02267112222023
23/06/11 18:55:26.636,"[12, 11, 10]",179.9116773158597
23/06/11 18:55:26.637,"[16, 15, 14]",175.91363840270958
23/06/11 18:55:26.637,"[20, 19, 18]",174.43175150418622
23/06/11 18:55:26.734,"[4, 3, 2]",173.28120488771987
23/06/11 18:55:26.734,"[3, 2, 1]",169.2394894381028
23/06/11 18:55:26.734,"[2, 1, 0]",155.9897033363517
23/06/11 18:55:26.734,"[8, 7, 6]",178.14037433149986
23/06/11 18:55:26.734,"[12, 11, 10]",172.04250055236105
23/06/11 18:55:26.734,"[16, 15, 14]",136.318731008503
23/06/11 18:55:26.734,"[20, 19, 18]",148.5715106946369
23/06/11 18:55:26.797,"[4, 3, 2]",170.86480792081966
23/06/11 18:55:26.797,"[3, 2, 1]",168.69143959947516
23/06/11 18:55:26.798,"[2, 1, 0]",155.17875049839057
23/06/11 18:55:26.798,"[8, 7, 6]",179.13935890727046
23/06/11 18:55:26.798,"[12, 11, 10]",171.49251423016707
23/06/11 18:55:26.798,"[16, 15, 14]",107.97620709732533
23/06/11 18:55:26.798,"[20, 19, 18]",145.72363926219873
23/06/11 18:55:26.862,"[4, 3, 2]",174.62284482115157
23/06/11 18:55:26.862,"[3, 2, 1]",169.88977917532802
23/06/11 18:55:26.862,"[2, 1, 0]",158.22614917493033
23/06/11 18:55:26.862,"[8, 7, 6]",178.30046706237158
23/06/11 18:55:26.862,"[12, 11, 10]",178.83439828779822
23/06/11 18:55:26.862,"[16, 15, 14]",171.04531354062811
23/06/11 18:55:26.863,"[20, 19, 18]",168.1740113564251
23/06/11 18:55:26.932,"[4, 3, 2]",172.8085945876132
23/06/11 18:55:26.933,"[3, 2, 1]",175.81246506289585
23/06/11 18:55:26.933,"[2, 1, 0]",159.8942752820576
23/06/11 18:55:26.933,"[8, 7, 6]",177.8744086239613
23/06/11 18:55:26.933,"[12, 11, 10]",179.65896024108835
23/06/11 18:55:26.933,"[16, 15, 14]",175.20376699632845
23/06/11 18:55:26.933,"[20, 19, 18]",172.2785948256163
23/06/11 18:55:26.995,"[4, 3, 2]",170.29155782038978
23/06/11 18:55:26.995,"[3, 2, 1]",178.0784209760681
23/06/11 18:55:26.995,"[2, 1, 0]",160.31485145216058
23/06/11 18:55:26.996,"[8, 7, 6]",176.8647026491793
23/06/11 18:55:26.996,"[12, 11, 10]",179.81922015989105
23/06/11 18:55:26.996,"[16, 15, 14]",175.9505321479331
23/06/11 18:55:26.996,"[20, 19, 18]",172.66196935703974
23/06/11 18:55:27.066,"[4, 3, 2]",167.61464283839592
23/06/11 18:55:27.066,"[3, 2, 1]",178.89940446100573
23/06/11 18:55:27.066,"[2, 1, 0]",159.57833455356416
23/06/11 18:55:27.066,"[8, 7, 6]",177.02973488549853
23/06/11 18:55:27.066,"[12, 11, 10]",179.8591514616896
23/06/11 18:55:27.066,"[16, 15, 14]",176.52781013268805
23/06/11 18:55:27.066,"[20, 19, 18]",174.4489375905591
23/06/11 18:55:27.128,"[4, 3, 2]",169.04638032589648
23/06/11 18:55:27.128,"[3, 2, 1]",177.86805096157028
23/06/11 18:55:27.128,"[2, 1, 0]",159.9997306475593
23/06/11 18:55:27.128,"[8, 7, 6]",176.70992153101258
23/06/11 18:55:27.128,"[12, 11, 10]",179.52106394879635
23/06/11 18:55:27.128,"[16, 15, 14]",176.76563141178767
23/06/11 18:55:27.128,"[20, 19, 18]",174.91374911984823
23/06/11 18:55:27.199,"[4, 3, 2]",169.15296491517648
23/06/11 18:55:27.199,"[3, 2, 1]",178.26567851916778
23/06/11 18:55:27.199,"[2, 1, 0]",159.49887502215688
23/06/11 18:55:27.199,"[8, 7, 6]",177.08460256305574
23/06/11 18:55:27.199,"[12, 11, 10]",179.9944899775519
23/06/11 18:55:27.199,"[16, 15, 14]",176.69416807573103
23/06/11 18:55:27.200,"[20, 19, 18]",175.08655860519445
23/06/11 18:55:27.299,"[4, 3, 2]",170.14359028912105
23/06/11 18:55:27.299,"[3, 2, 1]",178.1317655990681
23/06/11 18:55:27.299,"[2, 1, 0]",160.2778012290877
23/06/11 18:55:27.299,"[8, 7, 6]",177.08056942166724
23/06/11 18:55:27.299,"[12, 11, 10]",179.93203498432416
23/06/11 18:55:27.299,"[16, 15, 14]",176.7865130351674
23/06/11 18:55:27.299,"[20, 19, 18]",175.38908228930384
23/06/11 18:55:27.397,"[4, 3, 2]",168.2747980152598
23/06/11 18:55:27.397,"[3, 2, 1]",178.6875335600447
23/06/11 18:55:27.397,"[2, 1, 0]",160.04003800057814
23/06/11 18:55:27.397,"[8, 7, 6]",176.86947415400616
23/06/11 18:55:27.397,"[12, 11, 10]",179.43883808912582
23/06/11 18:55:27.397,"[16, 15, 14]",177.04323103366414
23/06/11 18:55:27.397,"[20, 19, 18]",175.0395461039033
